designation,type,edi_name,manual_label,weight_lb_ft,area_sq_in,depth_in,flange_w_in,web_t_in,flange_t_in
HSS2-1/2X2X1/4,HSS,HSS2-1/2X2X.250,HSS2-1/2X2X1/4,6.26,1.74,,,,
HSS2-1/2X2X3/16,HSS,HSS2-1/2X2X.188,HSS2-1/2X2X3/16,4.96,1.37,,,,
HSS2-1/2X2X1/8,HSS,HSS2-1/2X2X.125,HSS2-1/2X2X1/8,3.48,0.96,,,,
HSS2-1/2X1-1/2X1/4,HSS,HSS2-1/2X1-1/2X.250,HSS2-1/2X1-1/2X1/4,5.41,1.51,,,,
HSS2-1/2X1-1/2X3/16,HSS,HSS2-1/2X1-1/2X.188,HSS2-1/2X1-1/2X3/16,4.32,1.19,,,,
HSS2-1/2X1-1/2X1/8,HSS,HSS2-1/2X1-1/2X.125,HSS2-1/2X1-1/2X1/8,3.05,0.84,,,,
HSS2-1/2X1X3/16,HSS,HSS2-1/2X1X.188,HSS2-1/2X1X3/16,3.68,1.02,,,,
HSS2-1/2X1X1/8,HSS,HSS2-1/2X1X.125,HSS2-1/2X1X1/8,2.63,0.72,,,,
HSS2-1/4X2-1/4X1/4,HSS,HSS2-1/4X2-1/4X.250,HSS2-1/4X2-1/4X1/4,6.26,1.74,,,,
HSS2-1/4X2-1/4X3/16,HSS,HSS2-1/4X2-1/4X.188,HSS2-1/4X2-1/4X3/16,4.96,1.37,,,,
HSS2-1/4X2-1/4X1/8,HSS,HSS2-1/4X2-1/4X.125,HSS2-1/4X2-1/4X1/8,3.48,0.96,,,,
HSS2X2X1/4,HSS,HSS2X2X.250,HSS2X2X1/4,5.41,1.51,,,,
HSS2X2X3/16,HSS,HSS2X2X.188,HSS2X2X3/16,4.32,1.19,,,,
HSS2X2X1/8,HSS,HSS2X2X.125,HSS2X2X1/8,3.05,0.84,,,,
HSS2X1-1/2X3/16,HSS,HSS2X1-1/2X.188,HSS2X1-1/2X3/16,3.68,1.02,,,,
HSS2X1-1/2X1/8,HSS,HSS2X1-1/2X.125,HSS2X1-1/2X1/8,2.63,0.72,,,,
HSS2X1X3/16,HSS,HSS2X1X.188,HSS2X1X3/16,3.04,0.84,,,,
HSS2X1X1/8,HSS,HSS2X1X.125,HSS2X1X1/8,2.2,0.61,,,,
HSS1-1/2X1-1/2X1/4,HSS,HSS1-1/2X1-1/2X.250,HSS1-1/2X1-1/2X1/4,3.71,1.04,,,,
HSS1-1/2X1-1/2X3/16,HSS,HSS1-1/2X1-1/2X.188,HSS1-1/2X1-1/2X3/16,3.04,0.84,,,,
HSS1-1/2X1-1/2X1/8,HSS,HSS1-1/2X1-1/2X.125,HSS1-1/2X1-1/2X1/8,2.2,0.61,,,,
HSS28.000X1.000,HSS,HSS28X1.000,HSS28.000X1.000,288.63,79.1,,,,
HSS28.000X0.875,HSS,HSS28X.875,HSS28.000X0.875,253.72,69.5,,,,
HSS28.000X0.750,HSS,HSS28X.750,HSS28.000X0.750,218.48,59.8,,,,
HSS28.000X0.625,HSS,HSS28X.625,HSS28.000X0.625,182.9,50.1,,,,
HSS28.000X0.500,HSS,HSS28X.500,HSS28.000X0.500,146.99,40.2,,,,
HSS28.000X0.375,HSS,HSS28X.375,HSS28.000X0.375,110.74,30.3,,,,
HSS26.000X0.750,HSS,HSS26X.750,HSS26.000X0.750,202.44,55.4,,,,
HSS26.000X0.625,HSS,HSS26X.625,HSS26.000X0.625,169.54,46.4,,,,
HSS26.000X0.500,HSS,HSS26X.500,HSS26.000X0.500,136.3,37.3,,,,
HSS26.000X0.375,HSS,HSS26X.375,HSS26.000X0.375,102.73,28.1,,,,
HSS26.000X0.313,HSS,HSS26X.313,HSS26.000X0.313,85.81,23.5,,,,
HSS24.000X1.000,HSS,HSS24X1.000,HSS24.000X1.000,245.87,67.4,,,,
HSS24.000X0.875,HSS,HSS24X.875,HSS24.000X0.875,216.31,59.3,,,,
HSS24.000X0.750,HSS,HSS24X.750,HSS24.000X0.750,186.41,51.1,,,,
HSS24.000X0.625,HSS,HSS24X.625,HSS24.000X0.625,156.18,42.8,,,,
HSS24.000X0.500,HSS,HSS24X.500,HSS24.000X0.500,125.61,34.4,,,,
HSS24.000X0.375,HSS,HSS24X.375,HSS24.000X0.375,94.71,25.9,,,,
HSS24.000X0.313,HSS,HSS24X.313,HSS24.000X0.313,79.13,21.6,,,,
HSS22.000X0.750,HSS,HSS22X.750,HSS22.000X0.750,170.37,46.7,,,,
HSS22.000X0.625,HSS,HSS22X.625,HSS22.000X0.625,142.81,39.1,,,,
HSS22.000X0.500,HSS,HSS22X.500,HSS22.000X0.500,114.92,31.5,,,,
HSS22.000X0.375,HSS,HSS22X.375,HSS22.000X0.375,86.69,23.7,,,,
HSS22.000X0.313,HSS,HSS22X.313,HSS22.000X0.313,72.45,19.8,,,,
HSS20.000X1.000,HSS,HSS20X1.000,HSS20.000X1.000,203.11,55.7,,,,
HSS20.000X0.875,HSS,HSS20X.875,HSS20.000X0.875,178.89,49.0,,,,
HSS20.000X0.750,HSS,HSS20X.750,HSS20.000X0.750,154.34,42.3,,,,
HSS20.000X0.625,HSS,HSS20X.625,HSS20.000X0.625,129.45,35.5,,,,
HSS20.000X0.500,HSS,HSS20X.500,HSS20.000X0.500,104.0,28.5,,,,
HSS20.000X0.375,HSS,HSS20X.375,HSS20.000X0.375,78.67,21.5,,,,
HSS20.000X0.313,HSS,HSS20X.313,HSS20.000X0.313,65.77,18.0,,,,
HSS20.000X0.250,HSS,HSS20X.250,HSS20.000X0.250,52.78,14.4,,,,
HSS18.000X1.000,HSS,HSS18X1.000,HSS18.000X1.000,181.73,49.9,,,,
HSS18.000X0.875,HSS,HSS18X.875,HSS18.000X0.875,160.19,43.9,,,,
HSS18.000X0.750,HSS,HSS18X.750,HSS18.000X0.750,138.3,37.9,,,,
HSS18.000X0.625,HSS,HSS18X.625,HSS18.000X0.625,116.09,31.8,,,,
HSS18.000X0.500,HSS,HSS18X.500,HSS18.000X0.500,93.54,25.6,,,,
HSS18.000X0.375,HSS,HSS18X.375,HSS18.000X0.375,70.66,19.4,,,,
HSS18.000X0.313,HSS,HSS18X.313,HSS18.000X0.313,59.09,16.2,,,,
HSS18.000X0.250,HSS,HSS18X.250,HSS18.000X0.250,47.44,13.0,,,,
HSS16.000X1.000,HSS,HSS16X1.000,HSS16.000X1.000,160.35,44.0,,,,
HSS16.000X0.875,HSS,HSS16X.875,HSS16.000X0.875,141.48,38.8,,,,
HSS16.000X0.750,HSS,HSS16X.750,HSS16.000X0.750,122.27,33.5,,,,
HSS16.000X0.625,HSS,HSS16X.625,HSS16.000X0.625,103.0,28.1,,,,
HSS16.000X0.500,HSS,HSS16X.500,HSS16.000X0.500,82.85,22.7,,,,
HSS16.000X0.438,HSS,HSS16X.438,HSS16.000X0.438,72.87,19.9,,,,
HSS16.000X0.375,HSS,HSS16X.375,HSS16.000X0.375,62.64,17.2,,,,
HSS16.000X0.312,HSS,HSS16X.312,HSS16.000X0.312,52.32,14.4,,,,
HSS16.000X0.250,HSS,HSS16X.250,HSS16.000X0.250,42.09,11.5,,,,
HSS14.000X1.000,HSS,HSS14X1.000,HSS14.000X1.000,138.97,38.2,,,,
HSS14.000X0.875,HSS,HSS14X.875,HSS14.000X0.875,122.77,33.7,,,,
HSS14.000X0.750,HSS,HSS14X.750,HSS14.000X0.750,106.23,29.1,,,,
HSS14.000X0.625,HSS,HSS14X.625,HSS14.000X0.625,89.36,24.5,,,,
HSS14.000X0.500,HSS,HSS14X.500,HSS14.000X0.500,72.16,19.8,,,,
HSS14.000X0.375,HSS,HSS14X.375,HSS14.000X0.375,54.62,15.0,,,,
HSS14.000X0.312,HSS,HSS14X.312,HSS14.000X0.312,45.65,12.5,,,,
HSS14.000X0.250,HSS,HSS14X.250,HSS14.000X0.250,36.75,10.1,,,,
HSS14.000X0.188,HSS,HSS14X.188,HSS14.000X0.188,27.69,7.57,,,,
HSS13.375X0.625,HSS,HSS13.375X.625,HSS13.375X0.625,85.19,23.4,,,,
HSS13.375X0.500,HSS,HSS13.375X.500,HSS13.375X0.500,68.82,18.9,,,,
HSS13.375X0.375,HSS,HSS13.375X.375,HSS13.375X0.375,52.11,14.3,,,,
HSS13.375X0.313,HSS,HSS13.375X.313,HSS13.375X0.313,43.64,11.9,,,,
HSS13.375X0.250,HSS,HSS13.375X.250,HSS13.375X0.250,35.08,9.6,,,,
HSS13.375X0.188,HSS,HSS13.375X.188,HSS13.375X0.188,26.43,7.23,,,,
HSS12.750X0.750,HSS,HSS12.75X.750,HSS12.750X0.750,96.21,26.4,,,,
HSS12.750X0.625,HSS,HSS12.75X.625,HSS12.750X0.625,81.01,22.2,,,,
HSS12.750X0.500,HSS,HSS12.75X.500,HSS12.750X0.500,65.48,17.9,,,,
HSS12.750X0.375,HSS,HSS12.75X.375,HSS12.750X0.375,49.61,13.6,,,,
HSS12.750X0.250,HSS,HSS12.75X.250,HSS12.750X0.250,33.41,9.16,,,,
HSS12.750X0.188,HSS,HSS12.75X.188,HSS12.750X0.188,25.18,6.89,,,,
HSS12.000X0.625,HSS,HSS12X.625,HSS12.000X0.625,76.0,20.9,,,,
HSS12.000X0.500,HSS,HSS12X.500,HSS12.000X0.500,61.47,16.9,,,,
HSS12.000X0.375,HSS,HSS12X.375,HSS12.000X0.375,46.6,12.8,,,,
HSS12.000X0.250,HSS,HSS12X.250,HSS12.000X0.250,31.4,8.6,,,,
HSS11.750X0.625,HSS,HSS11.75X.625,HSS11.750X0.625,74.33,20.4,,,,
HSS11.750X0.500,HSS,HSS11.75X.500,HSS11.750X0.500,60.13,16.5,,,,
HSS11.750X0.375,HSS,HSS11.75X.375,HSS11.750X0.375,45.6,12.5,,,,
HSS11.750X0.337,HSS,HSS11.75X.337,HSS11.750X0.337,41.12,11.3,,,,
HSS11.750X0.250,HSS,HSS11.75X.250,HSS11.750X0.250,30.73,8.41,,,,
HSS10.750X0.625,HSS,HSS10.75X.625,HSS10.750X0.625,67.65,18.6,,,,
HSS10.750X0.500,HSS,HSS10.75X.500,HSS10.750X0.500,54.79,15.0,,,,
HSS10.750X0.375,HSS,HSS10.75X.375,HSS10.750X0.375,41.59,11.4,,,,
HSS10.750X0.313,HSS,HSS10.75X.313,HSS10.750X0.313,34.87,9.55,,,,
HSS10.750X0.250,HSS,HSS10.75X.250,HSS10.750X0.250,28.06,7.7,,,,
HSS10.750X0.188,HSS,HSS10.75X.188,HSS10.750X0.188,21.17,5.79,,,,
HSS10.000X0.625,HSS,HSS10X.625,HSS10.000X0.625,62.64,17.2,,,,
HSS10.000X0.500,HSS,HSS10X.500,HSS10.000X0.500,50.78,13.9,,,,
HSS10.000X0.375,HSS,HSS10X.375,HSS10.000X0.375,38.58,10.6,,,,
HSS10.000X0.312,HSS,HSS10X.312,HSS10.000X0.312,32.31,8.88,,,,
HSS10.000X0.250,HSS,HSS10X.250,HSS10.000X0.250,26.06,7.15,,,,
HSS10.000X0.188,HSS,HSS10X.188,HSS10.000X0.188,19.72,5.37,,,,
HSS9.625X0.625,HSS,HSS9.625X.625,HSS9.625X0.625,60.13,16.5,,,,
HSS9.625X0.500,HSS,HSS9.625X.500,HSS9.625X0.500,48.77,13.4,,,,
HSS9.625X0.375,HSS,HSS9.625X.375,HSS9.625X0.375,37.08,10.2,,,,
HSS9.625X0.312,HSS,HSS9.625X.312,HSS9.625X0.312,31.06,8.53,,,,
HSS9.625X0.250,HSS,HSS9.625X.250,HSS9.625X0.250,25.06,6.87,,,,
HSS9.625X0.188,HSS,HSS9.625X.188,HSS9.625X0.188,18.97,5.17,,,,
HSS8.625X0.625,HSS,HSS8.625X.625,HSS8.625X0.625,53.45,14.7,,,,
HSS8.625X0.500,HSS,HSS8.625X.500,HSS8.625X0.500,43.43,11.9,,,,
HSS8.625X0.375,HSS,HSS8.625X.375,HSS8.625X0.375,33.07,9.07,,,,
HSS8.625X0.322,HSS,HSS8.625X.322,HSS8.625X0.322,28.58,7.85,,,,
HSS8.625X0.250,HSS,HSS8.625X.250,HSS8.625X0.250,22.38,6.14,,,,
HSS8.625X0.188,HSS,HSS8.625X.188,HSS8.625X0.188,16.96,4.62,,,,
HSS7.500X0.500,HSS,HSS7.5X.500,HSS7.500X0.500,37.42,10.3,,,,
HSS7.500X0.375,HSS,HSS7.5X.375,HSS7.500X0.375,28.56,7.84,,,,
HSS7.500X0.312,HSS,HSS7.5X.312,HSS7.500X0.312,23.97,6.59,,,,
HSS7.500X0.250,HSS,HSS7.5X.250,HSS7.500X0.250,19.38,5.32,,,,
HSS7.500X0.188,HSS,HSS7.5X.188,HSS7.500X0.188,14.7,4.0,,,,
HSS7.000X0.500,HSS,HSS7X.500,HSS7.000X0.500,34.74,9.55,,,,
HSS7.000X0.375,HSS,HSS7X.375,HSS7.000X0.375,26.56,7.29,,,,
HSS7.000X0.312,HSS,HSS7X.312,HSS7.000X0.312,22.31,6.13,,,,
HSS7.000X0.250,HSS,HSS7X.250,HSS7.000X0.250,18.04,4.95,,,,
HSS7.000X0.188,HSS,HSS7X.188,HSS7.000X0.188,13.69,3.73,,,,
HSS7.000X0.125,HSS,HSS7X.125,HSS7.000X0.125,9.19,2.51,,,,
HSS6.875X0.375,HSS,HSS6.875X.375,HSS6.875X0.375,26.06,7.16,,,,
HSS6.875X0.312,HSS,HSS6.875X.312,HSS6.875X0.312,21.89,6.02,,,,
HSS6.875X0.250,HSS,HSS6.875X.250,HSS6.875X0.250,17.71,4.86,,,,
HSS6.875X0.188,HSS,HSS6.875X.188,HSS6.875X0.188,13.44,3.66,,,,
HSS6.625X0.500,HSS,HSS6.625X.500,HSS6.625X0.500,32.74,9.0,,,,
HSS6.625X0.432,HSS,HSS6.625X.432,HSS6.625X0.432,28.6,7.86,,,,
HSS6.625X0.375,HSS,HSS6.625X.375,HSS6.625X0.375,25.06,6.88,,,,
HSS6.625X0.312,HSS,HSS6.625X.312,HSS6.625X0.312,21.06,5.79,,,,
HSS6.625X0.280,HSS,HSS6.625X.280,HSS6.625X0.280,18.99,5.2,,,,
HSS6.625X0.250,HSS,HSS6.625X.250,HSS6.625X0.250,17.04,4.68,,,,
HSS6.625X0.188,HSS,HSS6.625X.188,HSS6.625X0.188,12.94,3.53,,,,
HSS6.625X0.125,HSS,HSS6.625X.125,HSS6.625X0.125,8.69,2.37,,,,
HSS6.000X0.500,HSS,HSS6X.500,HSS6.000X0.500,29.4,8.09,,,,
HSS6.000X0.375,HSS,HSS6X.375,HSS6.000X0.375,22.55,6.2,,,,
HSS6.000X0.312,HSS,HSS6X.312,HSS6.000X0.312,18.97,5.22,,,,
HSS6.000X0.280,HSS,HSS6X.280,HSS6.000X0.280,17.12,4.69,,,,
HSS6.000X0.250,HSS,HSS6X.250,HSS6.000X0.250,15.37,4.22,,,,
HSS6.000X0.188,HSS,HSS6X.188,HSS6.000X0.188,11.68,3.18,,,,
HSS6.000X0.125,HSS,HSS6X.125,HSS6.000X0.125,7.85,2.14,,,,
HSS5.563X0.500,HSS,HSS5.563X.500,HSS5.563X0.500,27.06,7.45,,,,
HSS5.563X0.375,HSS,HSS5.563X.375,HSS5.563X0.375,20.8,5.72,,,,
HSS5.563X0.258,HSS,HSS5.563X.258,HSS5.563X0.258,14.63,4.01,,,,
HSS5.563X0.188,HSS,HSS5.563X.188,HSS5.563X0.188,10.8,2.95,,,,
HSS5.563X0.134,HSS,HSS5.563X.134,HSS5.563X0.134,7.78,2.12,,,,
HSS5.500X0.500,HSS,HSS5.5X.500,HSS5.500X0.500,26.73,7.36,,,,
HSS5.500X0.375,HSS,HSS5.5X.375,HSS5.500X0.375,20.55,5.65,,,,
HSS5.500X0.258,HSS,HSS5.5X.258,HSS5.500X0.258,14.46,3.97,,,,
HSS5.000X0.500,HSS,HSS5X.500,HSS5.000X0.500,24.05,6.62,,,,
HSS5.000X0.375,HSS,HSS5X.375,HSS5.000X0.375,18.54,5.1,,,,
HSS5.000X0.312,HSS,HSS5X.312,HSS5.000X0.312,15.64,4.3,,,,
HSS5.000X0.258,HSS,HSS5X.258,HSS5.000X0.258,13.08,3.59,,,,
HSS5.000X0.250,HSS,HSS5X.250,HSS5.000X0.250,12.69,3.49,,,,
HSS5.000X0.188,HSS,HSS5X.188,HSS5.000X0.188,9.67,2.64,,,,
HSS5.000X0.125,HSS,HSS5X.125,HSS5.000X0.125,6.51,1.78,,,,
HSS4.500X0.375,HSS,HSS4.5X.375,HSS4.500X0.375,16.54,4.55,,,,
HSS4.500X0.337,HSS,HSS4.5X.337,HSS4.500X0.337,15.0,4.12,,,,
HSS4.500X0.237,HSS,HSS4.5X.237,HSS4.500X0.237,10.8,2.96,,,,
HSS4.500X0.188,HSS,HSS4.5X.188,HSS4.500X0.188,8.67,2.36,,,,
HSS4.500X0.125,HSS,HSS4.5X.125,HSS4.500X0.125,5.85,1.6,,,,
HSS4.000X0.313,HSS,HSS4X.313,HSS4.000X0.313,12.34,3.39,,,,
HSS4.000X0.250,HSS,HSS4X.250,HSS4.000X0.250,10.0,2.76,,,,
HSS4.000X0.237,HSS,HSS4X.237,HSS4.000X0.237,9.53,2.61,,,,
HSS4.000X0.226,HSS,HSS4X.226,HSS4.000X0.226,9.12,2.5,,,,
HSS4.000X0.220,HSS,HSS4X.220,HSS4.000X0.220,8.89,2.44,,,,
HSS4.000X0.188,HSS,HSS4X.188,HSS4.000X0.188,7.66,2.09,,,,
HSS4.000X0.125,HSS,HSS4X.125,HSS4.000X0.125,5.18,1.42,,,,
HSS3.500X0.313,HSS,HSS3.5X.313,HSS3.500X0.313,10.66,2.93,,,,
HSS3.500X0.300,HSS,HSS3.5X.300,HSS3.500X0.300,10.26,2.82,,,,
HSS3.500X0.250,HSS,HSS3.5X.250,HSS3.500X0.250,8.69,2.39,,,,
HSS3.500X0.216,HSS,HSS3.5X.216,HSS3.500X0.216,7.58,2.08,,,,
HSS3.500X0.203,HSS,HSS3.5X.203,HSS3.500X0.203,7.15,1.97,,,,
HSS3.500X0.188,HSS,HSS3.5X.188,HSS3.500X0.188,6.66,1.82,,,,
HSS3.500X0.125,HSS,HSS3.5X.125,HSS3.500X0.125,4.51,1.23,,,,
HSS3.000X0.250,HSS,HSS3X.250,HSS3.000X0.250,7.35,2.03,,,,
HSS3.000X0.216,HSS,HSS3X.216,HSS3.000X0.216,6.43,1.77,,,,
HSS3.000X0.203,HSS,HSS3X.203,HSS3.000X0.203,6.07,1.67,,,,
HSS3.000X0.188,HSS,HSS3X.188,HSS3.000X0.188,5.65,1.54,,,,
HSS3.000X0.152,HSS,HSS3X.152,HSS3.000X0.152,4.63,1.27,,,,
HSS3.000X0.134,HSS,HSS3X.134,HSS3.000X0.134,4.11,1.12,,,,
HSS3.000X0.125,HSS,HSS3X.125,HSS3.000X0.125,3.84,1.05,,,,
HSS2.875X0.250,HSS,HSS2.875X.250,HSS2.875X0.250,7.02,1.93,,,,
HSS2.875X0.203,HSS,HSS2.875X.203,HSS2.875X0.203,5.8,1.59,,,,
HSS2.875X0.188,HSS,HSS2.875X.188,HSS2.875X0.188,5.4,1.48,,,,
HSS2.875X0.125,HSS,HSS2.875X.125,HSS2.875X0.125,3.67,1.01,,,,
HSS2.500X0.250,HSS,HSS2.5X.250,HSS2.500X0.250,6.01,1.66,,,,
HSS2.500X0.188,HSS,HSS2.5X.188,HSS2.500X0.188,4.65,1.27,,,,
HSS2.500X0.125,HSS,HSS2.5X.125,HSS2.500X0.125,3.17,0.87,,,,
HSS2.375X0.250,HSS,HSS2.375X.250,HSS2.375X0.250,5.68,1.57,,,,
HSS2.375X0.218,HSS,HSS2.375X.218,HSS2.375X0.218,5.03,1.39,,,,
HSS2.375X0.188,HSS,HSS2.375X.188,HSS2.375X0.188,4.4,1.2,,,,
HSS2.375X0.154,HSS,HSS2.375X.154,HSS2.375X0.154,3.66,1.0,,,,
HSS2.375X0.125,HSS,HSS2.375X.125,HSS2.375X0.125,3.01,0.82,,,,
HSS1.900X0.188,HSS,HSS1.9X.188,HSS1.900X0.188,3.44,0.94,,,,
HSS1.900X0.145,HSS,HSS1.9X.145,HSS1.900X0.145,2.72,0.75,,,,
HSS1.900X0.120,HSS,HSS1.9X.120,HSS1.900X0.120,2.28,0.62,,,,
HSS1.660X0.140,HSS,HSS1.66X.140,HSS1.660X0.140,2.27,0.62,,,,
PIPE26STD,PIPE,PIPE26STD,PIPE26STD,103.0,28.2,,,,
PIPE24STD,PIPE,PIPE24SCH20,PIPE24STD,94.7,26.0,,,,
PIPE20STD,PIPE,PIPE20SCH20,PIPE20STD,78.7,21.6,,,,
PIPE18STD,PIPE,PIPE18STD,PIPE18STD,70.7,19.4,,,,
PIPE16STD,PIPE,PIPE16SCH30,PIPE16STD,62.6,17.2,,,,
PIPE14STD,PIPE,PIPE14SCH30,PIPE14STD,54.6,15.0,,,,
PIPE12STD,PIPE,PIPE12STD,PIPE12STD,49.6,13.7,,,,
PIPE10STD,PIPE,PIPE10SCH40,PIPE10STD,40.5,11.5,,,,
PIPE8STD,PIPE,PIPE8SCH40,PIPE8STD,28.6,7.85,,,,
PIPE6STD,PIPE,PIPE6SCH40,PIPE6STD,19.0,5.2,,,,
PIPE5STD,PIPE,PIPE5SCH40,PIPE5STD,14.6,4.01,,,,
PIPE4STD,PIPE,PIPE4SCH40,PIPE4STD,10.8,2.96,,,,
PIPE3-1/2STD,PIPE,PIPE3-1/2SCH40,PIPE3-1/2STD,9.12,2.5,,,,
PIPE3STD,PIPE,PIPE3SCH40,PIPE3STD,7.58,2.07,,,,
PIPE2-1/2STD,PIPE,PIPE2-1/2SCH40,PIPE2-1/2STD,5.8,1.61,,,,
PIPE2STD,PIPE,PIPE2SCH40,PIPE2STD,3.66,1.02,,,,
PIPE1-1/2STD,PIPE,PIPE1-1/2SCH40,PIPE1-1/2STD,2.72,0.75,,,,
PIPE1-1/4STD,PIPE,PIPE1-1/4SCH40,PIPE1-1/4STD,2.27,0.62,,,,
PIPE1STD,PIPE,PIPE1SCH40,PIPE1STD,1.68,0.47,,,,
PIPE3/4STD,PIPE,PIPE3/4SCH40,PIPE3/4STD,1.13,0.31,,,,
PIPE1/2STD,PIPE,PIPE1/2SCH40,PIPE1/2STD,0.85,0.23,,,,
PIPE26XS,PIPE,PIPE26SCH20,PIPE26XS,136.0,36.1,,,,
PIPE24XS,PIPE,PIPE24XS,PIPE24XS,126.0,33.3,,,,
PIPE20XS,PIPE,PIPE20SCH30,PIPE20XS,104.0,27.6,,,,
PIPE18XS,PIPE,PIPE18XS,PIPE18XS,93.5,24.8,,,,
PIPE16XS,PIPE,PIPE16SCH40,PIPE16XS,82.9,22.0,,,,
PIPE14XS,PIPE,PIPE14XS,PIPE14XS,72.2,19.2,,,,
PIPE12XS,PIPE,PIPE12XS,PIPE12XS,65.5,17.5,,,,
PIPE10XS,PIPE,PIPE10SCH80,PIPE10XS,54.8,15.1,,,,
PIPE8XS,PIPE,PIPE8SCH80,PIPE8XS,43.4,11.9,,,,
PIPE6XS,PIPE,PIPE6SCH80,PIPE6XS,28.6,7.83,,,,
PIPE5XS,PIPE,PIPE5SCH80,PIPE5XS,20.8,5.73,,,,
PIPE4XS,PIPE,PIPE4SCH80,PIPE4XS,15.0,4.14,,,,
PIPE3-1/2XS,PIPE,PIPE3-1/2SCH80,PIPE3-1/2XS,12.5,3.43,,,,
PIPE3XS,PIPE,PIPE3SCH80,PIPE3XS,10.3,2.83,,,,
PIPE2-1/2XS,PIPE,PIPE2-1/2SCH80,PIPE2-1/2XS,7.67,2.1,,,,
PIPE2XS,PIPE,PIPE2SCH80,PIPE2XS,5.03,1.4,,,,
PIPE1-1/2XS,PIPE,PIPE1-1/2SCH80,PIPE1-1/2XS,3.63,1.0,,,,
PIPE1-1/4XS,PIPE,PIPE1-1/4SCH80,PIPE1-1/4XS,3.0,0.84,,,,
PIPE1XS,PIPE,PIPE1SCH80,PIPE1XS,2.17,0.6,,,,
PIPE3/4XS,PIPE,PIPE3/4SCH80,PIPE3/4XS,1.48,0.41,,,,
PIPE1/2XS,PIPE,PIPE1/2SCH80,PIPE1/2XS,1.09,0.3,,,,
PIPE12XXS,PIPE,PIPE12SCH120,PIPE12XXS,126.0,35.4,,,,
PIPE10XXS,PIPE,PIPE10SCH140,PIPE10XXS,104.0,28.8,,,,
PIPE8XXS,PIPE,PIPE8XXS,PIPE8XXS,72.5,20.0,,,,
PIPE6XXS,PIPE,PIPE6XXS,PIPE6XXS,53.2,14.7,,,,
PIPE5XXS,PIPE,PIPE5XXS,PIPE5XXS,38.6,10.7,,,,
PIPE4XXS,PIPE,PIPE4XXS,PIPE4XXS,27.6,7.66,,,,
PIPE3XXS,PIPE,PIPE3XXS,PIPE3XXS,18.6,5.17,,,,
PIPE2-1/2XXS,PIPE,PIPE2-1/2XXS,PIPE2-1/2XXS,13.7,3.83,,,,
PIPE2XXS,PIPE,PIPE2XXS,PIPE2XXS,9.04,2.51,,,,
